ID,Title,Excerpt,Permalink,URL Image,Title,Featured,Categorías de curso,Etiquetas de curso,_lp_duration,thim_course_skill_level,thim_course_language,thim_course_duration,_lp_free,_lp_price,_lp_level,_lp_external_link_buy_course,Author Username
19113,Transforma a tu equipo con una cultura de aprendizaje,"La capacitación es la tarea más importante de un líder de ventas.

Información sobre la lección:
- 3 videos
- 28 minutos",https://cursodex.com/courses/transforma-a-tu-equipo-con-una-cultura-de-aprendizaje/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Habilidades Blandas|Negocios,Español,30 minute,,Español; Alemán; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/transform-your-sales-team,Hubspot
19117,Alinea a tu equipo con el comprador,"La mayoría de las personas no confía en los representantes de ventas.

Información sobre la lección:
- 3 videos
- 29 minutos",https://cursodex.com/courses/alinea-a-tu-equipo-con-el-comprador/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,30 minute,,Español; Francés; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/align-sales-team-with-buyer,Hubspot
19119,Habilita a tu equipo de ventas para que dedique más tiempo a vender,"La mayoría de los representantes de ventas dedica menos de la mitad de su tiempo a vender.

Información sobre la lección:
- 3 videos
- 27 minutos",https://cursodex.com/courses/habilita-a-tu-equipo-de-ventas-para-que-dedique-mas-tiempo-a-vender/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,30 minute,,Español; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/enable-your-sales-team,Hubspot
19121,Identifica la fricción que está frenando a tu equipo de ventas,"Descubre cómo tener más y mejores resultados con el trabajo que tu equipo de ventas ya está haciendo.

En el mundo del inbound, las empresas se representan con flywheels, o ciclos, en lugar de embudos. Un ciclo puede imaginarse como una rueda que almacena energía y su giro representa el crecimiento de tu empresa. Para ayudar a tu equipo de ventas a crecer mejor, tienes que encontrar la manera de eliminar la fricción de tu flywheel. En esta lección, verás un resumen del modelo de ventas sin fricción, que consta de tres etapas: habilitar al equipo para que dedique más tiempo a vender, alinearlo con el comprador y transformarlo a través de una cultura de aprendizaje.

Información sobre la lección:
- 3 videos
- 25 minutos",https://cursodex.com/courses/identifica-la-friccion-que-esta-frenando-a-tu-equipo-de-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,30 minute,,Español,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/identify-the-friction-thats-holding-your-sales-team-back,Hubspot
19123,Cómo fijar objetivos para tu empresa,"Descubre los distintos marcos para fijar objetivos que estén en sintonía con tu empresa inbound.
Más allá del tamaño de tu empresa, puedes hacer que todos compartan los mismos objetivos y visión. Para dar juntos ese primer paso en el camino que te llevará a donde quieres estar, necesitas objetivos compartidos para crear un sentido de responsabilidad y una base de transparencia en todos los equipos.

Información sobre la lección:
- 4 videos
- 28 minutos",https://cursodex.com/courses/como-fijar-objetivos-para-tu-empresa/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,30 minute,,Español; Japonés; Portugués; Francés; Alemán; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/setting-business-goals,Hubspot
19125,Cómo impulsar el crecimiento de tu empresa con el modelo del ciclo basado en el cliente,"Descubre la diferencia entre un ciclo basado en el cliente y un embudo, y la función que tiene cada uno en una empresa moderna.
Es normal visualizar una empresa como un embudo, ya que la mayoría de los gráficos que representan los procesos de conversión tienen esta forma. Un ciclo puede imaginarse como una rueda. Si agregamos potencia a una rueda, comienza a girar: cuanta más potencia usemos, más rápido girará. A diferencia del embudo, donde la única manera de mantener una velocidad constante es seguir agregando más líquido, la rueda seguirá girando. Desde el punto de vista comercial, la rotación representa el crecimiento de tu empresa Los clientes satisfechos aportan la potencia que estimula ese crecimiento. Todo lo que hagas debe tener un mismo objetivo: conseguir clientes que potencien el ciclo y aceleren el crecimiento de tu empresa.

Información sobre la lección:
- 2 videos
- 17 minutos",https://cursodex.com/courses/como-impulsar-el-crecimiento-de-tu-empresa-con-el-modelo-del-ciclo-basado-en-el-cliente/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,20 minute,,Español; Japonés; Portugués; Alemán; Francés; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/flywheel,Hubspot
19127,Cómo alinear tus equipos de marketing y ventas,"Define las etapas del ciclo de vida de tus contactos para ayudar a desarrollar una estrategia de capacitación de ventas para tu empresa.
Es fundamental entender que el trabajo de un profesional del marketing no termina después de convertir a un lead. El marketing juega un papel fundamental para ayudarte a captar el interés de los leads y deleitarlos. Son muchos los esfuerzos necesarios para convertir a un lead en cliente: interacción en distintos canales, lograr que terceros hablen de tu empresa, valoraciones, un equipo de ventas eficaz y mucho más. Dedica tiempo a aprender a crear una estrategia de capacitación de ventas que tenga un impacto significativo y medible sobre el proceso.

Información sobre la lección:
- 2 videos
- 26 minutos",https://cursodex.com/courses/como-alinear-tus-equipos-de-marketing-y-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Español,30 minute,,Español; japonés; Francés; Portugués; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/aligning-your-marketing-with-sales,Hubspot
19129,Tecnologías para facilitar ventas,"Aprende a identificar tus necesidades tecnológicas y crea un conjunto estratégico de soluciones que te ayuden a alcanzar tus objetivos.
La tecnología es una parte importante de cualquier estrategia de recursos de ventas. En esta clase, aprenderás a identificar tus necesidades tecnológicas y a crear un conjunto estratégico de soluciones que te ayudarán a alcanzar tus objetivos.

Información sobre la lección:
- 3 videos
- 21 minutos",https://cursodex.com/courses/tecnologias-para-facilitar-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,20 minute,,Español; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/evaluating-sales-enablement-technology,Hubspot
19131,Seguir habilitando después de la venta,"Aprende a potenciar el éxito del cliente y descubre cómo esta acción puede generar más ventas en el futuro.
Ahora que sabes que la creación de recursos de ventas puede ayudar a tu equipo a vender más rápido y mejor, ¿por qué no hacer lo mismo con tus clientes para que tengan éxito después de cerrar el negocio? En esta clase, aprenderás a potenciar el éxito del cliente y descubrirás cómo esta acción puede generar más ventas en el futuro.

Información sobre la lección:
- 4 videos
- 19 minutos",https://cursodex.com/courses/seguir-habilitando-despues-de-la-venta/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,20 minute,,Español; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/continuing-enablement-after-the-sale,Hubspot
19133,El poder del contenido en la habilitación de ventas,"Descubre cómo usar el contenido para mejorar la eficiencia y la rapidez del equipo de ventas.
El contenido es una pieza clave de cualquier estrategia de habilitación de ventas. En esta clase, aprenderás a usar contenido para mejorar la eficiencia y la rapidez de tu equipo de ventas.

Información sobre la lección:
- 4 videos
- 25 minutos",https://cursodex.com/courses/el-poder-del-contenido-en-la-habilitacion-de-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,30 minute,,Español; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/the-power-of-content-in-sales-enablement,Hubspot
19135,Creando una declaración de poder,"Descubre cómo puedes combinar buyer personas y la teoría de los trabajos por realizar en una única declaración de poder para toda tu empresa.
Los buyer personas determinan a qué público te diriges y la teoría de los trabajos por realizar define por qué las personas compran tus productos. En esta clase, aprenderás a combinar los dos en una única declaración para toda tu empresa.

Información sobre la lección:
- 3 videos
- 22 minutos",https://cursodex.com/courses/creando-una-declaracion-de-poder/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Español,20 minute,,Español; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/creating-a-hero-statement,Hubspot
19137,Teoría de los trabajos por realizar en habilitación ventas,"Descubre cómo usar la teoría de los trabajos por hacer para entender mejor qué motiva a los consumidores.
Saber quiénes son tus clientes es solo la mitad de la tarea; la otra mitad es saber por qué compran tus productos. En esta clase, explicaremos cómo usar la teoría de los trabajos por realizar para entender mejor qué es lo que motiva a los consumidores.

Información sobre la lección:
- 3 videos
- 23 minutos",https://cursodex.com/courses/teoria-de-los-trabajos-por-realizar-en-habilitacion-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,20 minute,,Español; Japones; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/using-jobs-to-be-done-in-sales-enablement,Hubspot
19140,Buyer personas en la habilitación de ventas,"Descubre cómo identificar a aquellas personas que deberían ser el objetivo de tus equipos de marketing y ventas.
Si intentas acelerar el proceso de ventas sin saber bien quiénes son tus clientes, es probable que no tengas buenos resultados. En esta clase, descubrirás cómo identificar a aquellas personas que deberían ser el objetivo de tus equipos de marketing y ventas.

Información sobre la lección:
- 3 videos
- 22 minutos",https://cursodex.com/courses/buyer-personas-en-la-habilitacion-de-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,20 minute,,Español; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/using-buyer-personas-in-sales-enablement,Hubspot
19142,Coordinando los equipos con reuniones de smarketing,"Descubre cómo llevar a cabo reuniones donde se resuelvan los problemas y se optimicen los resultados.
Las reuniones presenciales ayudan al personal a estar al tanto de las novedades, pero necesitarás mucho más para mantener la alineación entre los equipos de marketing y ventas. En esta clase, aprenderás a llevar a cabo reuniones en las que se resuelvan los problemas y se optimicen los resultados.

Información sobre la lección:
- 3 videos
- 29 minutos",https://cursodex.com/courses/coordinando-los-equipos-con-reuniones-de-smarketing/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,30 minute,,Español; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/maintaining-alignment-with-smarketing-meetings,Hubspot
19144,Garantizando que tus equipos cumplan con un ANS,"Descubre cómo asignarles responsabilidades a tus equipos con un acuerdo de nivel de servicios.
Si bien es importante tener un objetivo común y contar con una definición concreta de tu lead ideal, necesitas un sistema de rendición de cuentas para garantizar que los equipos de marketing y ventas cumplan con sus responsabilidades. En esta clase, aprenderás a asignarles responsabilidades a tus equipos con un acuerdo de nivel de servicios (y qué hacer si alguno de ellos no logra alcanzar las metas).

Información sobre la lección:
- 4 videos
- 32 minutos",https://cursodex.com/courses/garantizando-que-tus-equipos-cumplan-con-un-ans/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Español,30 minute,,Español; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/holding-your-teams-accountable-with-a-service-level-agreement,Hubspot
19146,Alineando a tus equipos en torno a un objetivo de ingresos en común,"Cómo definir un objetivo que motive a los equipos de ventas y marketing y los impulse a trabajar juntos.
Para garantizar el crecimiento de un negocio, es necesario que los equipos de marketing y ventas tengan la misma definición de éxito. En esta clase, aprenderás a crear un objetivo que motive tanto al equipo de ventas como al de marketing y los impulse a trabajar juntos.

Información sobre la lección:
- 2 videos
- 21 minutos",https://cursodex.com/courses/alineando-a-tus-equipos-en-torno-a-un-objetivo-de-ingresos-en-comun/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,20 minute,,Español; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/aligning-your-teams-around-a-unified-revenue-goal,Hubspot
19148,Introducción a la habilitación de ventas,"Conoce las nociones básicas de la habilitación de ventas y aprende cómo esta estrategia puede transformar toda una organización.
¿Qué es la habilitación de ventas y por qué es tan importante? En esta clase, te enseñaremos las nociones básicas sobre la habilitación de ventas y te mostraremos la importancia de esta estrategia para transformar toda una organización.

Información sobre la lección:
- 3 videos
- 24 minutos",https://cursodex.com/courses/introduccion-a-la-habilitacion-de-ventas/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,20 minute,,Español; Inglés.,20 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/introduction-to-sales-enablement,Hubspot
19153,Administración de Amenazas Cibernéticas,"Desarrolle conocimientos avanzados que utilizará en el lugar de trabajo como Analista Junior en Ciberseguridad. Este curso explora la gobernanza en la seguridad cibernética y la gestión de amenazas. Aprenda a desarrollar políticas y asegúrese de que su organización cumpla con los estándares éticos y los marcos legales y regulatorios. También obtendrá habilidades para gestionar amenazas, por ejemplo, cómo evaluar una red en busca de vulnerabilidades, gestionar riesgos y responder a incidentes de seguridad.",https://cursodex.com/courses/administracion-de-amenazas-ciberneticas/,https://cursodex.com/wp-content/uploads/2024/06/Administracion-de-Amenazas-Ciberneticas.png,Administración de Amenazas Cibernéticas,https://cursodex.com/wp-content/uploads/2024/06/Administracion-de-Amenazas-Ciberneticas.png,Computación y Software,Ciberseguridad|Español,16 hour,,Español; Arabe; Inglés; Francés; Portugués; Ucraniano.,,,0,intermediate,https://skillsforall.com/es/course/cyber-threat-management?courseLang=es-XL,Cisco
19158,Conceptos Básicos de Hardware de Computadora,"Las computadoras están por todas partes. Es porque el término ""computadoras"" se refiere a más que una computadora personal o una computadora portátil. Su teléfono inteligente es una mini computadora. Un servidor es una supercomputadora. Automóviles, televisores inteligentes, su consola de juegos: todos tienen una computadora. Tener una comprensión básica de estos dispositivos y cómo funcionan es fundamental para el éxito en el mundo digital actual. Este curso es un excelente punto de partida para cualquier carrera de TI.

Conceptos Básicos de Hardware de Computadora explora los fundamentos de las computadoras y los dispositivos móviles, los componentes que los componen, cómo funcionan y las herramientas y técnicas básicas para la resolución de problemas.",https://cursodex.com/courses/conceptos-basicos-de-hardware-de-computadora/,https://cursodex.com/wp-content/uploads/2024/06/Conceptos-Basicos-de-Hardware-de-Computadora.png,Conceptos Básicos de Hardware de Computadora,https://cursodex.com/wp-content/uploads/2024/06/Conceptos-Basicos-de-Hardware-de-Computadora.png,Computación y Software,,6 hour,,Español; Inglés; Francés; Portugués.,,,0,beginner,https://skillsforall.com/es/course/computer-hardware-basics?courseLang=es-XL,Cisco
19159,Crear una presentación de ventas personalizada,"Los prospectos quieren saber de qué forma específica les van a ayudar los distintos productos y servicios. Esta lección aborda las buenas prácticas para elaborar presentaciones de ventas que respondan las preguntas de los prospectos y los motiven a seguir con el proceso de compra.
Los prospectos quieren saber de qué forma específica les van a ayudar los distintos productos y servicios. Esta lección aborda las buenas prácticas para elaborar presentaciones de ventas que respondan las preguntas de los prospectos y los motiven a seguir con el proceso de compra.

Información sobre la lección:
- 5 videos
- 32 minutos",https://cursodex.com/courses/crear-una-presentacion-de-ventas-personalizada/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,30 minute,,Español; Alemán; Francés; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/delivering-personalized-sales-presentations,Hubspot
19163,Entender el contexto del comprador,"Durante la etapa de exploración de tu estrategia de ventas inbound, debes llevar a cabo una conversación exploratoria que te permita llevar las riendas y lograr que el prospecto se sienta listo para tomar las decisiones adecuadas. Esta lección te muestra cómo aplicar el método «CGP, TCI, BA» con el fin de que estructures tus conversaciones y orientes a tus prospectos hacia los mejores resultados posibles.
Durante la etapa de exploración de tu estrategia de ventas inbound, debes llevar a cabo una conversación exploratoria que te permita llevar las riendas y lograr que el prospecto se sienta listo para tomar las decisiones adecuadas. Esta lección te muestra cómo aplicar el método «CGP, TCI, BA» con el fin de que estructures tus conversaciones y orientes a tus prospectos hacia los mejores resultados posibles.

Información sobre la lección:
- 5 videos
- 42 minutos",https://cursodex.com/courses/entender-el-contexto-del-comprador/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Negocios,Español,40 minute,,Español; Alemán; Francés; Inglés.,40 Minutes,,0,beginner,https://academy.hubspot.com/es/lessons/prioritizing-active-buyers-over-passive-buyers,Hubspot
19164,Conceptos básicos de redes,"Internet está construido sobre redes de computadoras. Así que no importa qué tipo de carrera en tecnología le interese, ¡es esencial conocer algunos conceptos básicos de redes! Ya sea que se esté preparando para una carrera en redes, actualice sus conocimientos para una certificación reconocida por el sector o simplemente tenga curiosidad sobre de qué se trata la red, este es el lugar para usted.

Este curso cubre la base de redes y dispositivos de red, medios y protocolos. Observará datos que fluyen a través de una red y configurará dispositivos para conectarse a redes. Por último, aprenderá a usar diferentes aplicaciones y protocolos de red para realizar tareas de red. El conocimiento y las habilidades que obtenga le pueden dar un punto de partida para encontrar una carrera gratificante en tecnología.",https://cursodex.com/courses/conceptos-basicos-de-redes/,https://cursodex.com/wp-content/uploads/2024/06/Conceptos-basicos-de-redes.png,Conceptos básicos de redes,https://cursodex.com/wp-content/uploads/2024/06/Conceptos-basicos-de-redes.png,Computación y Software,Redes,22 hour,,"Árabe, Deutsch, English, Español, Français, Português, Український.",,,0,beginner,https://skillsforall.com/es/course/networking-basics?courseLang=es-XL,Cisco
19169,Defensa de la red,"Obtenga los conocimientos intermedios que utilizará en el lugar de trabajo como Analista Junior en Ciberseguridad. Este curso cubre formas de monitorear su red y cómo evaluar las alertas de seguridad. Profundice en las herramientas y técnicas utilizadas para proteger su red, incluidos el control de acceso, los firewall, la seguridad en la nube y la criptografía. Estas herramientas de monitoreo y defensa, junto con otras, trabajan juntas para crear unaestrategia de defensa profunda de ciberseguridad en capas. El conocimiento y las habilidades que aprenda lo ayudarán a defender las redes contra muchos tipos de ataques y reaccionar rápidamente ante cualquier vulnerabilidad que pueda ocurrir.",https://cursodex.com/courses/defensa-de-la-red/,https://cursodex.com/wp-content/uploads/2024/06/Defensa-de-la-red.png,Defensa de la red,https://cursodex.com/wp-content/uploads/2024/06/Defensa-de-la-red.png,Computación y Software,Ciberseguridad|Español|Redes,27 hour,,"Árabe, English, Español, Français, Português, Український.",,,0,intermediate,https://skillsforall.com/es/course/network-defense?courseLang=es-XL,Cisco
19173,Alineando tu negocio en torno a la creación de contenido,"Descubre cómo hacer para que toda tu empresa participe en el proceso de creación de contenido.
El contenido de recursos de ventas empieza con marketing y ventas, pero se vuelve aún más valioso cuando los demás equipos participan. En esta clase, descubrirás cómo hacer para que toda tu empresa participe del proceso de creación de contenido.

Información sobre la lección:
- 5 videos
- 27 minutos",https://cursodex.com/courses/alineando-tu-negocio-en-torno-a-la-creacion-de-contenido/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Español,30 minute,,Español; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/aligning-your-business-around-content-creation,Hubspot
19178,Diseñando un marco de calificación de leads,"Descubre cómo definir un marco de calificación de leads que resulte útil para los equipos de marketing y ventas.
Las estrategias inbound fracasan cuando los leads que genera el departamento de marketing no cumplen con las expectativas del equipo de ventas. En esta clase, aprenderás a definir un marco de calificación de leads que resulte útil tanto para el equipo de marketing como para el de ventas.

Información sobre la lección:
- 3 videos
- 29 minutos",https://cursodex.com/courses/disenando-un-marco-de-calificacion-de-leads/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing|Negocios,Español,30 minute,,Español; Inglés.,0.5 hours,,0,beginner,https://academy.hubspot.com/es/lessons/developing-a-lead-qualification-framework,Hubspot
19180,Descubriendo el Emprendimiento,"Este curso abarca los fundamentos del emprendimiento, incluida la perspectiva emprendedora, la identificación de oportunidades y la elaboración de su historia de emprendimiento. Ofrece una base sólida para cualquier persona interesada en desarrollar habilidades de emprendimiento.",https://cursodex.com/courses/descubriendo-el-emprendimiento/,https://cursodex.com/wp-content/uploads/2024/06/Descubriendo-el-Emprendimiento.png,Descubriendo el Emprendimiento,https://cursodex.com/wp-content/uploads/2024/06/Descubriendo-el-Emprendimiento.png,Habilidades Blandas|Negocios,Español,20 hour,,"Español, Inglés",,,0,beginner,https://skillsforall.com/es/course/discovering-entrepreneurship?courseLang=es-XL,Cisco
19186,Curso y certificación gratuita de Inbound Marketing,"El inbound marketing es una metodología centrada en priorizar al cliente. Como profesional inbound, tu objetivo es atraer nuevos prospectos, interactuar con cada persona sin importar el tamaño de tu base de contactos y deleitar a cada una según sus preferencias.​ Lo que menos quieres, en un mundo saturado de mensajes, es convertirte en otra molestia o interrupción para tus clientes. Esta certificación te ayudará a desarrollar los procesos de marketing fundamentales que necesitas para crecer y aumentar tu base de clientes.

A quién está destinado:
º Profesionales inbound
º Profesionales de marketing

Aprenderás lo siguiente:
º Crear contenidos que eduquen y nutran a tus clientes potenciales a lo largo de su recorrido de compra.
º Ofrecer contenido relevante y experiencias de nutrición a tus leads y clientes.
º Optimizar tus procesos de marketing mediante estrategias de automatización y herramientas de inteligencia artificial.

Información sobre el curso:
- 7 lecciones
- 24 videos
- 7 pruebas
- 5:03 horas",https://cursodex.com/courses/curso-y-certificacion-gratuita-de-inbound-marketing/,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Hubspot,https://cursodex.com/wp-content/uploads/2024/05/Hubspot.jpg,Marketing,Español|Productividad,5 hour,,Español; Japonés; Portugués; Francés; Alemán; Inglés.,5 hours,,0,beginner,https://academy.hubspot.com/es/courses/inbound-marketing,Hubspot
19191,Direccionamiento de red y solución de problemas básicos,"Sabes que una sólida formación en redes abre las puertas a gratificantes oportunidades profesionales en tecnología. Profundiza tus conocimientos de redes y fortalece valiosas habilidades para iniciar tu carrera profesional.

Este curso explora los conceptos clave para el direccionamiento del Protocolo de Internet (IP) y la resolución de problemas básicos de la red. Obtenga información sobre las capas física, de enlace de datos y de red y cómo funcionan juntas para proporcionar conectividad de extremo a extremo. Comprenda cómo se calculan y asignan las direcciones IP. Luego practique sus habilidades de solución de problemas para mantener una red en funcionamiento.",https://cursodex.com/courses/direccionamiento-de-red-y-solucion-de-problemas-basicos/,https://cursodex.com/wp-content/uploads/2024/06/Direccionamiento-de-red-y-solucion-de-problemas-basicos.png,Direccionamiento de red y solución de problemas básicos,https://cursodex.com/wp-content/uploads/2024/06/Direccionamiento-de-red-y-solucion-de-problemas-basicos.png,Computación y Software,Español|Redes,14 hour,,"English, Español, Français, Português.",,,0,beginner,https://skillsforall.com/es/course/network-addressing-and-basic-troubleshooting?courseLang=es-XL,Cisco
19194,Dispositivos de Red y Configuración Inicial,"Si conoce los aspectos básicos de las redes, prepárese para fortalecer su base. Una sólida formación en redes es clave si está interesado en campos interesantes como la ciberseguridad y el desarrollo de redes (DevNet) o si desea continuar con una certificación de redes como Cisco Certified Network Associate (CCNA).

Este curso cubre los aspectos esenciales de los dispositivos de red y cómo configurarlos. Conozca las características y los beneficios de las tecnologías de nube y virtualización. Explore cómo proporcionar direcciones de protocolo de Internet (IP) a dispositivos de forma manual y automática. Con este conocimiento, calculará un esquema de direccionamiento IP, configurará dispositivos Cisco para crear una red pequeña y probará si hay problemas de conectividad.",https://cursodex.com/courses/dispositivos-de-red-y-configuracion-inicial/,https://cursodex.com/wp-content/uploads/2024/06/Dispositivos-de-Red-y-Configuracion-Inicial.png,Dispositivos de Red y Configuración Inicial,https://cursodex.com/wp-content/uploads/2024/06/Dispositivos-de-Red-y-Configuracion-Inicial.png,Computación y Software,Español|Redes,22 hour,,"Arabic, English, Español, Français, Português, Український.",,,0,beginner,https://skillsforall.com/es/course/networking-devices-and-initial-configuration?courseLang=es-XL,Cisco
19197,Exploración de IoT con Cisco Packet Tracer,"En el mundo digital actual, cada vez más dispositivos se conectan a la red como nunca antes. ¡Un hogar, una ciudad o una red inteligentes pueden tener cientos de dispositivos de Internet de las cosas (IoT)! Las posibilidades son infinitas.

En este curso, use sus habilidades de Cisco Packet Tracer para crear una red doméstica inteligente. Aprenda a agregar dispositivos IoT a una red doméstica y a conectarlos, configurarlos y monitorearlos. También se familiarizará más con los dispositivos IoT, incluidos qué son, qué pueden hacer y cómo se programan. Incluso creará su propio dispositivo IoT y lo utilizará en su red doméstica inteligente.",https://cursodex.com/courses/exploracion-de-iot-con-cisco-packet-tracer/,https://cursodex.com/wp-content/uploads/2024/06/Exploracion-de-IoT-con-Cisco-Packet-Tracer.png,Exploración de IoT con Cisco Packet Tracer,https://cursodex.com/wp-content/uploads/2024/06/Exploracion-de-IoT-con-Cisco-Packet-Tracer.png,Computación y Software,Español|Redes,3 hour,,"English, Español.",,,0,beginner,https://skillsforall.com/es/course/exploring-iot-cisco-packet-tracer?courseLang=es-XL,Cisco
19200,Exploración de redes con Cisco Packet Tracer,"Practique habilidades de redes desde su propia computadora. En este curso, creará y explorará una red de sucursales en Cisco Packet Tracer.

El curso Introducción a Cisco Packet Tracer le presentó a una red de oficina en el hogar. Ahora intentemos algo un poco más complejo para ampliar sus conocimientos sobre redes. Este curso le muestra cómo conectar y configurar dispositivos en su red, incluidos dispositivos inalámbricos, y cómo verificar su conectividad. Aprenderá sobre los paquetes y cómo viajan a través de una red. Además, conozca un controlador de red y por qué es tan poderoso para monitorear y administrar los dispositivos en la red de su sucursal.",https://cursodex.com/courses/exploracion-de-redes-con-cisco-packet-tracer/,https://cursodex.com/wp-content/uploads/2024/06/Exploracion-de-redes-con-Cisco-Packet-Tracer.png,Exploración de redes con Cisco Packet Tracer,https://cursodex.com/wp-content/uploads/2024/06/Exploracion-de-redes-con-Cisco-Packet-Tracer.png,Computación y Software,Español|Redes,3 hour,,"English, Español.",,,0,beginner,https://skillsforall.com/es/course/exploring-networking-cisco-packet-tracer?courseLang=es-XL,Cisco
